,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
liber,1,0.10010010010010009,amoueo,1,0.10162601626016261,dispersio,2,0.20408163265306123,aliqui,1,0.1023541453428864,uidua,2,0.19940179461615154,adjutorium,1,0.10471204188481677,marcus,1,0.10449320794148381,terra,1,0.1059322033898305,ubii,1,0.10266940451745381,uinea,2,0.20202020202020202,kalendae,2,0.19627085377821393,abrogo,2,0.20964360587002098,aetas,1,0.10695187165775401,seuerus,1,0.10799136069114472,quantitas,2,0.20304568527918782,abnego,2,0.199203187250996,accuso,1,0.1059322033898305,totus,2,0.19011406844106463,aetion,1,0.1002004008016032,admonitio,1,0.10626992561105207
pecunia,1,0.10010010010010009,animus,1,0.10162601626016261,imperium,2,0.20408163265306123,alito,1,0.1023541453428864,uocatus,2,0.19940179461615154,admoneo,1,0.10471204188481677,mela,1,0.10449320794148381,adulter,1,0.1059322033898305,uerus,1,0.10266940451745381,vindicta,2,0.20202020202020202,maurice,2,0.19627085377821393,consolidatus,2,0.20964360587002098,aliquis,1,0.10695187165775401,sinis,1,0.10799136069114472,quisque,2,0.20304568527918782,apostolus,2,0.199203187250996,adsigno,1,0.1059322033898305,trado,2,0.19011406844106463,amor,1,0.1002004008016032,adtendo,1,0.10626992561105207
roma,1,0.10010010010010009,antequam,1,0.10162601626016261,incredulitas,2,0.20408163265306123,alius,1,0.1023541453428864,castra,2,0.19940179461615154,adulterium,1,0.10471204188481677,metus,1,0.10449320794148381,adversus,1,0.1059322033898305,veii,1,0.10266940451745381,baptizo,2,0.20202020202020202,romanus,2,0.19627085377821393,dispicio,2,0.20964360587002098,alter,1,0.10695187165775401,terra,1,0.10799136069114472,ratio,2,0.20304568527918782,describo,2,0.199203187250996,aequo,1,0.1059322033898305,turpe,2,0.19011406844106463,antonius,1,0.1002004008016032,adversus,1,0.10626992561105207
sermo,1,0.10010010010010009,anterior,1,0.10162601626016261,jugum,2,0.20408163265306123,amicus,1,0.1023541453428864,advenio,2,0.19940179461615154,aequum,1,0.10471204188481677,nepos,1,0.10449320794148381,aequo,1,0.1059322033898305,abstineo,1,0.10266940451745381,condicio,2,0.20202020202020202,appetitus,2,0.19627085377821393,fiscalis,2,0.20964360587002098,apud,1,0.10695187165775401,ualerius,1,0.10799136069114472,relinquo,2,0.20304568527918782,dissipo,2,0.199203187250996,ager,1,0.1059322033898305,uidelicet,2,0.19011406844106463,canis,1,0.1002004008016032,aestimo,1,0.10626992561105207
terminus,1,0.10010010010010009,apud,1,0.10162601626016261,langueo,2,0.20408163265306123,amitto,1,0.1023541453428864,bene,2,0.19940179461615154,aestimo,1,0.10471204188481677,novellus,1,0.10449320794148381,ago,1,0.1059322033898305,admissum,1,0.10266940451745381,convenienter,2,0.20202020202020202,contrectatio,2,0.19627085377821393,insequor,2,0.20964360587002098,arma,1,0.10695187165775401,adhibeo,1,0.10799136069114472,sequor,2,0.20304568527918782,extraho,2,0.199203187250996,alibi,1,0.1059322033898305,verto,2,0.19011406844106463,circa,1,0.1002004008016032,aetas,1,0.10626992561105207
tutor,1,0.10010010010010009,arbitratus,1,0.10162601626016261,proicio,2,0.20408163265306123,ample,1,0.1023541453428864,ciuitas,2,0.19940179461615154,aleator,1,0.10471204188481677,opis,1,0.10449320794148381,alito,1,0.1059322033898305,admitto,1,0.10266940451745381,demonstro,2,0.20202020202020202,mordeo,2,0.19627085377821393,singulariter,2,0.20964360587002098,ascensio,1,0.10695187165775401,adipiscor,1,0.10799136069114472,testa,2,0.20304568527918782,meio,2,0.199203187250996,alimentum,1,0.1059322033898305,cora,2,0.19011406844106463,ciuilis,1,0.1002004008016032,agricultura,1,0.10626992561105207
xxi,1,0.10010010010010009,aucto,1,0.10162601626016261,zelus,2,0.20408163265306123,animo,1,0.1023541453428864,conjunx,2,0.19940179461615154,alienum,1,0.10471204188481677,paros,1,0.10449320794148381,alius,1,0.1059322033898305,aer,1,0.10266940451745381,fuga,2,0.20202020202020202,violentia,2,0.19627085377821393,actium,1,0.10482180293501049,atque,1,0.10695187165775401,admissum,1,0.10799136069114472,ultra,2,0.20304568527918782,metreta,2,0.199203187250996,alioquin,1,0.1059322033898305,centum,2,0.19011406844106463,elius,1,0.1002004008016032,alioquin,1,0.10626992561105207
adjungo,1,0.10010010010010009,auctor,1,0.10162601626016261,generalis,2,0.20408163265306123,antequam,1,0.1023541453428864,hostis,2,0.19940179461615154,alioquin,1,0.10471204188481677,primus,1,0.10449320794148381,alto,1,0.1059322033898305,ager,1,0.10266940451745381,postmodum,2,0.20202020202020202,adstringo,2,0.19627085377821393,anna,1,0.10482180293501049,auctor,1,0.10695187165775401,admoneo,1,0.10799136069114472,uro,2,0.20304568527918782,nonaginta,2,0.199203187250996,amicitia,1,0.1059322033898305,exspecto,2,0.19011406844106463,honor,1,0.1002004008016032,aliqui,1,0.10626992561105207
admoneo,1,0.10010010010010009,auctoritas,1,0.10162601626016261,interimo,2,0.20408163265306123,appello,1,0.1023541453428864,icio,2,0.19940179461615154,aliquando,1,0.10471204188481677,sejus,1,0.10449320794148381,ambigo,1,0.1059322033898305,alienus,1,0.10266940451745381,sil,2,0.20202020202020202,dilabor,2,0.19627085377821393,canis,1,0.10482180293501049,audio,1,0.10695187165775401,adoptio,1,0.10799136069114472,verro,2,0.20304568527918782,plenitudo,2,0.199203187250996,amissus,1,0.1059322033898305,gladius,2,0.19011406844106463,ilii,1,0.1002004008016032,aliquis,1,0.10626992561105207
aedifico,1,0.10010010010010009,aufero,1,0.10162601626016261,notitia,2,0.20408163265306123,aqua,1,0.1023541453428864,mille,2,0.19940179461615154,amoueo,1,0.10471204188481677,teos,1,0.10449320794148381,amoueo,1,0.1059322033898305,aliquando,1,0.10266940451745381,sterno,2,0.20202020202020202,exoro,2,0.19627085377821393,circa,1,0.10482180293501049,aut,1,0.10695187165775401,adtendo,1,0.10799136069114472,verto,2,0.20304568527918782,premo,2,0.199203187250996,arbitrium,1,0.1059322033898305,ignobilis,2,0.19011406844106463,insula,1,0.1002004008016032,alium,1,0.10626992561105207
aequitas,1,0.10010010010010009,aureus,1,0.10162601626016261,artificium,2,0.20408163265306123,armo,1,0.1023541453428864,moderatus,2,0.19940179461615154,antes,1,0.10471204188481677,tutor,1,0.10449320794148381,animo,1,0.1059322033898305,aliud,1,0.10266940451745381,subverto,2,0.20202020202020202,fraudator,2,0.19627085377821393,ecclesiasticus,1,0.10482180293501049,calliditas,1,0.10695187165775401,adversus,1,0.10799136069114472,capillus,2,0.20304568527918782,rete,2,0.199203187250996,arbitror,1,0.1059322033898305,pertimesco,2,0.19011406844106463,las,1,0.1002004008016032,ambo,1,0.10626992561105207
ajo,1,0.10010010010010009,aut,1,0.10162601626016261,indago,2,0.20408163265306123,ascendo,1,0.1023541453428864,suspicio,2,0.19940179461615154,arbor,1,0.10471204188481677,ualerius,1,0.10449320794148381,animus,1,0.1059322033898305,annulus,1,0.10266940451745381,isaac,2,0.20202020202020202,inultus,2,0.19627085377821393,enna,1,0.10482180293501049,carcer,1,0.10695187165775401,alienus,1,0.10799136069114472,ciuitas,2,0.20304568527918782,sino,2,0.199203187250996,caco,1,0.1059322033898305,trunco,2,0.19011406844106463,marcus,1,0.1002004008016032,antiqui,1,0.10626992561105207
aleator,1,0.10010010010010009,autem,1,0.10162601626016261,reposco,2,0.20408163265306123,asinus,1,0.1023541453428864,centenus,2,0.19940179461615154,arrha,1,0.10471204188481677,accommodatus,1,0.10449320794148381,appello,1,0.1059322033898305,anterior,1,0.10266940451745381,adsisto,2,0.20202020202020202,irrigo,2,0.19627085377821393,iulianus,1,0.10482180293501049,certe,1,0.10695187165775401,aliquando,1,0.10799136069114472,crastinum,2,0.20304568527918782,umquam,2,0.199203187250996,calor,1,0.1059322033898305,valor,2,0.19011406844106463,opis,1,0.1002004008016032,appello,1,0.10626992561105207
aliqui,1,0.10010010010010009,auxilium,1,0.10162601626016261,resolutio,2,0.20408163265306123,audio,1,0.1023541453428864,circumcisio,2,0.19940179461615154,assero,1,0.10471204188481677,adgredior,1,0.10449320794148381,approbo,1,0.1059322033898305,appareo,1,0.10266940451745381,confringo,2,0.20202020202020202,propagatio,2,0.19627085377821393,liber,1,0.10482180293501049,circuitus,1,0.10695187165775401,alteruter,1,0.10799136069114472,cresco,2,0.20304568527918782,uterum,2,0.199203187250996,canonica,1,0.1059322033898305,soli,2,0.19011406844106463,sacerdos,1,0.1002004008016032,arbiter,1,0.10626992561105207
aliquis,1,0.10010010010010009,avis,1,0.10162601626016261,chii,1,0.10204081632653061,aurum,1,0.1023541453428864,dextra,2,0.19940179461615154,auratus,1,0.10471204188481677,adhibeo,1,0.10449320794148381,apud,1,0.1059322033898305,arbitror,1,0.10266940451745381,dexter,2,0.20202020202020202,antoninus,1,0.09813542688910697,pecunia,1,0.10482180293501049,ciuito,1,0.10695187165775401,amissus,1,0.10799136069114472,discretio,2,0.20304568527918782,breuitas,2,0.199203187250996,capio,1,0.1059322033898305,dominor,2,0.19011406844106463,sex,1,0.1002004008016032,argentum,1,0.10626992561105207
alo,1,0.10010010010010009,avunculus,1,0.10162601626016261,copia,1,0.10204081632653061,beneficium,1,0.1023541453428864,doctrina,2,0.19940179461615154,bos,1,0.10471204188481677,administrator,1,0.10449320794148381,arbor,1,0.1059322033898305,auctoritas,1,0.10266940451745381,fluuius,2,0.20202020202020202,aon,1,0.09813542688910697,sermo,1,0.10482180293501049,coeo,1,0.10695187165775401,animus,1,0.10799136069114472,emendatus,2,0.20304568527918782,expugno,2,0.199203187250996,capitulum,1,0.1059322033898305,emitto,2,0.19011406844106463,tanis,1,0.1002004008016032,auctoritas,1,0.10626992561105207
ambigo,1,0.10010010010010009,biennis,1,0.10162601626016261,diua,1,0.10204081632653061,caueo,1,0.1023541453428864,evanesco,2,0.19940179461615154,calliditas,1,0.10471204188481677,adoptivus,1,0.10449320794148381,argentum,1,0.1059322033898305,biduum,1,0.10266940451745381,mansio,2,0.20202020202020202,apis,1,0.09813542688910697,seuerus,1,0.10482180293501049,cognitio,1,0.10695187165775401,appello,1,0.10799136069114472,multi,2,0.20304568527918782,signatus,2,0.199203187250996,careo,1,0.1059322033898305,excido,2,0.19011406844106463,ulpianus,1,0.1002004008016032,bonus,1,0.10626992561105207
annus,1,0.10010010010010009,capio,1,0.10162601626016261,eanus,1,0.10204081632653061,celo,1,0.1023541453428864,immunditia,2,0.19940179461615154,canon,1,0.10471204188481677,adversarius,1,0.10449320794148381,assero,1,0.1059322033898305,careo,1,0.10266940451745381,populo,2,0.20202020202020202,dominus,1,0.09813542688910697,sinis,1,0.10482180293501049,cogo,1,0.10695187165775401,ascendo,1,0.10799136069114472,adfligo,2,0.20304568527918782,sopio,2,0.199203187250996,catholicus,1,0.1059322033898305,exquiro,2,0.19011406844106463,xxxv,1,0.1002004008016032,boum,1,0.10626992561105207
assero,1,0.10010010010010009,caueo,1,0.10162601626016261,ecclesiasticus,1,0.10204081632653061,clam,1,0.1023541453428864,locus,2,0.19940179461615154,cesso,1,0.10471204188481677,aedificatio,1,0.10449320794148381,auctoritas,1,0.1059322033898305,catholicus,1,0.10266940451745381,protesto,2,0.20202020202020202,egus,1,0.09813542688910697,ulpianus,1,0.10482180293501049,commodo,1,0.10695187165775401,audeo,1,0.10799136069114472,diverto,2,0.20304568527918782,campus,2,0.199203187250996,caupo,1,0.1059322033898305,infirmus,2,0.19011406844106463,xxxviii,1,0.1002004008016032,captio,1,0.10626992561105207
aua,1,0.10010010010010009,cautio,1,0.10162601626016261,enini,1,0.10204081632653061,clericus,1,0.1023541453428864,oratio,2,0.19940179461615154,ceteri,1,0.10471204188481677,aetas,1,0.10449320794148381,auris,1,0.1059322033898305,cedo,1,0.10266940451745381,supervenio,2,0.20202020202020202,elius,1,0.09813542688910697,xxv,1,0.10482180293501049,concubitus,1,0.10695187165775401,audio,1,0.10799136069114472,exitus,2,0.20304568527918782,concitatus,2,0.199203187250996,causa,1,0.1059322033898305,initium,2,0.19011406844106463,accepto,1,0.1002004008016032,cautela,1,0.10626992561105207
aut,1,0.10010010010010009,certo,1,0.10162601626016261,gaius,1,0.10204081632653061,codex,1,0.1023541453428864,penuria,2,0.19940179461615154,circuitus,1,0.10471204188481677,agnatus,1,0.10449320794148381,aut,1,0.1059322033898305,censeo,1,0.10266940451745381,tamquam,2,0.20202020202020202,horos,1,0.09813542688910697,xxviii,1,0.10482180293501049,confirmo,1,0.10695187165775401,aufero,1,0.10799136069114472,pectus,2,0.20304568527918782,dinumero,2,0.199203187250996,cedo,1,0.1059322033898305,juventus,2,0.19011406844106463,accusator,1,0.1002004008016032,certe,1,0.10626992561105207
autem,1,0.10010010010010009,civis,1,0.10162601626016261,gallia,1,0.10204081632653061,commissum,1,0.1023541453428864,procedo,2,0.19940179461615154,cliens,1,0.10471204188481677,alter,1,0.10449320794148381,avia,1,0.1059322033898305,certus,1,0.10266940451745381,thesaurum,2,0.20202020202020202,ide,1,0.09813542688910697,absolute,1,0.10482180293501049,constituo,1,0.10695187165775401,aureus,1,0.10799136069114472,retento,2,0.20304568527918782,providens,2,0.199203187250996,certus,1,0.1059322033898305,memoria,2,0.19011406844106463,administratio,1,0.1002004008016032,cesso,1,0.10626992561105207
capitulum,1,0.10010010010010009,coepio,1,0.10162601626016261,liber,1,0.10204081632653061,computo,1,0.1023541453428864,stabularium,2,0.19940179461615154,coetus,1,0.10471204188481677,annitor,1,0.10449320794148381,bos,1,0.1059322033898305,cognitus,1,0.10266940451745381,torreo,2,0.20202020202020202,ilii,1,0.09813542688910697,accommodo,1,0.10482180293501049,contractus,1,0.10695187165775401,auris,1,0.10799136069114472,singillatim,2,0.20304568527918782,secure,2,0.199203187250996,ceteri,1,0.1059322033898305,mundus,2,0.19011406844106463,admonitio,1,0.1002004008016032,ceterum,1,0.10626992561105207
catholicus,1,0.10010010010010009,cognitus,1,0.10162601626016261,nepos,1,0.10204081632653061,concordo,1,0.1023541453428864,dubis,2,0.19940179461615154,cognatus,1,0.10471204188481677,aut,1,0.10449320794148381,breue,1,0.1059322033898305,commoneo,1,0.10266940451745381,vehementer,2,0.20202020202020202,magnus,1,0.09813542688910697,accusator,1,0.10482180293501049,conventio,1,0.10695187165775401,avis,1,0.10799136069114472,sperno,2,0.20304568527918782,actor,1,0.099601593625498,coepio,1,0.1059322033898305,profiteor,2,0.19011406844106463,adsigno,1,0.1002004008016032,charta,1,0.10626992561105207
cedo,1,0.10010010010010009,coheres,1,0.10162601626016261,nisus,1,0.10204081632653061,conficio,1,0.1023541453428864,callide,2,0.19940179461615154,cognitio,1,0.10471204188481677,calliditas,1,0.10449320794148381,caupo,1,0.1059322033898305,compello,1,0.10266940451745381,vinculum,2,0.20202020202020202,maius,1,0.09813542688910697,actio,1,0.10482180293501049,converro,1,0.10695187165775401,boni,1,0.10799136069114472,stultitia,2,0.20304568527918782,aius,1,0.099601593625498,commoveo,1,0.1059322033898305,radix,2,0.19011406844106463,adulter,1,0.1002004008016032,cognatio,1,0.10626992561105207
ceteri,1,0.10010010010010009,comburo,1,0.10162601626016261,paetus,1,0.10204081632653061,consigno,1,0.1023541453428864,determinatio,2,0.19940179461615154,colo,1,0.10471204188481677,capitulum,1,0.10449320794148381,cibarium,1,0.1059322033898305,concordo,1,0.10266940451745381,urbis,2,0.20202020202020202,martinus,1,0.09813542688910697,adfirmo,1,0.10482180293501049,converto,1,0.10695187165775401,boum,1,0.10799136069114472,caesariensis,2,0.20304568527918782,antoninus,1,0.099601593625498,compello,1,0.1059322033898305,rogo,2,0.19011406844106463,adventitius,1,0.1002004008016032,cognitus,1,0.10626992561105207
cogo,1,0.10010010010010009,commodo,1,0.10162601626016261,stichus,1,0.10204081632653061,consors,1,0.1023541453428864,constantinopolitanus,1,0.09970089730807577,comes,1,0.10471204188481677,cesso,1,0.10449320794148381,colligo,1,0.1059322033898305,conductio,1,0.10266940451745381,abscedo,2,0.20202020202020202,metus,1,0.09813542688910697,admitto,1,0.10482180293501049,convicium,1,0.10695187165775401,cado,1,0.10799136069114472,ualerianus,2,0.20304568527918782,apis,1,0.099601593625498,compositio,1,0.1059322033898305,seorsus,2,0.19011406844106463,aestimo,1,0.1002004008016032,colo,1,0.10626992561105207
colligo,1,0.10010010010010009,comparo,1,0.10162601626016261,ubii,1,0.10204081632653061,consto,1,0.1023541453428864,fortuna,1,0.09970089730807577,concubina,1,0.10471204188481677,cibarium,1,0.10449320794148381,comburo,1,0.1059322033898305,confirmo,1,0.10266940451745381,dudum,2,0.20202020202020202,nonius,1,0.09813542688910697,adversarius,1,0.10482180293501049,convocium,1,0.10695187165775401,canonice,1,0.10799136069114472,feriae,2,0.20304568527918782,aquilia,1,0.099601593625498,compromitto,1,0.1059322033898305,sepelio,2,0.19011406844106463,alioquin,1,0.1002004008016032,comedo,1,0.10626992561105207
commissum,1,0.10010010010010009,computatio,1,0.10162601626016261,uerus,1,0.10204081632653061,continuus,1,0.1023541453428864,gaius,1,0.09970089730807577,confessum,1,0.10471204188481677,clerus,1,0.10449320794148381,comedo,1,0.1059322033898305,conservo,1,0.10266940451745381,meditor,2,0.20202020202020202,odice,1,0.09813542688910697,aedificatio,1,0.10482180293501049,corrumpo,1,0.10695187165775401,captio,1,0.10799136069114472,imber,2,0.20304568527918782,atius,1,0.099601593625498,conductio,1,0.1059322033898305,supplex,2,0.19011406844106463,aliud,1,0.1002004008016032,committo,1,0.10626992561105207
commodo,1,0.10010010010010009,computo,1,0.10162601626016261,xiv,1,0.10204081632653061,corrumpo,1,0.1023541453428864,graecus,1,0.09970089730807577,consentio,1,0.10471204188481677,cognatus,1,0.10449320794148381,committo,1,0.1059322033898305,contestatio,1,0.10266940451745381,annius,1,0.10101010101010101,papinianus,1,0.09813542688910697,aestimo,1,0.10482180293501049,damnum,1,0.10695187165775401,carcer,1,0.10799136069114472,stipula,2,0.20304568527918782,florentinus,1,0.099601593625498,congruenter,1,0.1059322033898305,uaco,2,0.19011406844106463,alter,1,0.1002004008016032,commoneo,1,0.10626992561105207
compenso,1,0.10010010010010009,contentio,1,0.10162601626016261,xix,1,0.10204081632653061,crimen,1,0.1023541453428864,her,1,0.09970089730807577,consilium,1,0.10471204188481677,collatio,1,0.10449320794148381,commotus,1,0.1059322033898305,contra,1,0.10266940451745381,boii,1,0.10101010101010101,semei,1,0.09813542688910697,aetas,1,0.10482180293501049,decipio,1,0.10695187165775401,ceterum,1,0.10799136069114472,aspiro,2,0.20304568527918782,furius,1,0.099601593625498,consentio,1,0.1059322033898305,universum,2,0.19011406844106463,alteruter,1,0.1002004008016032,comparo,1,0.10626992561105207
conditio,1,0.10010010010010009,conventio,1,0.10162601626016261,accipio,1,0.10204081632653061,crimino,1,0.1023541453428864,martinus,1,0.09970089730807577,convinco,1,0.10471204188481677,comburo,1,0.10449320794148381,communiter,1,0.1059322033898305,contractus,1,0.10266940451745381,cassius,1,0.10101010101010101,sermo,1,0.09813542688910697,agnascor,1,0.10482180293501049,destituo,1,0.10695187165775401,cognatio,1,0.10799136069114472,antoninus,1,0.10152284263959391,her,1,0.099601593625498,constitutio,1,0.1059322033898305,rhodius,2,0.19011406844106463,ambo,1,0.1002004008016032,compater,1,0.10626992561105207
conduco,1,0.10010010010010009,damno,1,0.10162601626016261,accommodatus,1,0.10204081632653061,curia,1,0.1023541453428864,metus,1,0.09970089730807577,creditor,1,0.10471204188481677,comes,1,0.10449320794148381,condemno,1,0.1059322033898305,controversia,1,0.10266940451745381,celsus,1,0.10101010101010101,sol,1,0.09813542688910697,alienum,1,0.10482180293501049,desum,1,0.10695187165775401,cognitus,1,0.10799136069114472,antonius,1,0.10152284263959391,honor,1,0.099601593625498,contendo,1,0.1059322033898305,conjugium,2,0.19011406844106463,approbo,1,0.1002004008016032,condictio,1,0.10626992561105207
conjunctum,1,0.10010010010010009,datum,1,0.10162601626016261,acquiro,1,0.10204081632653061,damno,1,0.1023541453428864,palladium,1,0.09970089730807577,decipio,1,0.10471204188481677,commotus,1,0.10449320794148381,confirmo,1,0.1059322033898305,conventio,1,0.10266940451745381,her,1,0.10101010101010101,spes,1,0.09813542688910697,alito,1,0.10482180293501049,deterreo,1,0.10695187165775401,commisceo,1,0.10799136069114472,aratia,1,0.10152284263959391,iura,1,0.099601593625498,contraho,1,0.1059322033898305,noxius,2,0.19011406844106463,arbiter,1,0.1002004008016032,conduco,1,0.10626992561105207
consumo,1,0.10010010010010009,decem,1,0.10162601626016261,addo,1,0.10204081632653061,datum,1,0.1023541453428864,semei,1,0.09970089730807577,deeo,1,0.10471204188481677,competo,1,0.10449320794148381,congruenter,1,0.1059322033898305,creditum,1,0.10266940451745381,honor,1,0.10101010101010101,tanis,1,0.09813542688910697,alteruter,1,0.10482180293501049,diaconus,1,0.10695187165775401,comparo,1,0.10799136069114472,canis,1,0.10152284263959391,johannes,1,0.099601593625498,contrarium,1,0.1059322033898305,tragoedus,2,0.19011406844106463,armus,1,0.1002004008016032,conficio,1,0.10626992561105207
contineo,1,0.10010010010010009,decido,1,0.10162601626016261,adfectio,1,0.10204081632653061,decedo,1,0.1023541453428864,sex,1,0.09970089730807577,defendo,1,0.10471204188481677,concubitus,1,0.10449320794148381,conjunctus,1,0.1059322033898305,criminalis,1,0.10266940451745381,iulianus,1,0.10101010101010101,xxxv,1,0.09813542688910697,altus,1,0.10482180293501049,dico,1,0.10695187165775401,compenso,1,0.10799136069114472,cassius,1,0.10152284263959391,karolus,1,0.099601593625498,contumelia,1,0.1059322033898305,adtollo,2,0.19011406844106463,audeo,1,0.1002004008016032,consto,1,0.10626992561105207
convivium,1,0.10010010010010009,deduco,1,0.10162601626016261,adfecto,1,0.10204081632653061,defero,1,0.1023541453428864,taum,1,0.09970089730807577,depono,1,0.10471204188481677,confirmatio,1,0.10449320794148381,constituo,1,0.1059322033898305,debeo,1,0.10266940451745381,johannes,1,0.10101010101010101,absolute,1,0.09813542688910697,antepono,1,0.10482180293501049,diuido,1,0.10695187165775401,competo,1,0.10799136069114472,egus,1,0.10152284263959391,longus,1,0.099601593625498,converto,1,0.1059322033898305,actium,1,0.09505703422053231,avis,1,0.1002004008016032,contra,1,0.10626992561105207
corruptio,1,0.10010010010010009,denique,1,0.10162601626016261,adipiscor,1,0.10204081632653061,definio,1,0.1023541453428864,tutor,1,0.09970089730807577,destituo,1,0.10471204188481677,contentio,1,0.10449320794148381,consumo,1,0.1059322033898305,dedo,1,0.10266940451745381,mors,1,0.10101010101010101,abstineo,1,0.09813542688910697,assero,1,0.10482180293501049,dolus,1,0.10695187165775401,concilium,1,0.10799136069114472,honor,1,0.10152284263959391,patron,1,0.099601593625498,convinco,1,0.1059322033898305,actor,1,0.09505703422053231,avunculus,1,0.1002004008016032,controversia,1,0.10626992561105207
credo,1,0.10010010010010009,denuntio,1,0.10162601626016261,aequum,1,0.10204081632653061,deleo,1,0.1023541453428864,ubii,1,0.09970089730807577,dies,1,0.10471204188481677,contradico,1,0.10449320794148381,contineo,1,0.1059322033898305,defraudo,1,0.10266940451745381,nisus,1,0.10101010101010101,absum,1,0.09813542688910697,audeo,1,0.10482180293501049,dos,1,0.10695187165775401,concurro,1,0.10799136069114472,labeo,1,0.10152284263959391,pedius,1,0.099601593625498,cruciatus,1,0.1059322033898305,ainos,1,0.09505703422053231,bonum,1,0.1002004008016032,copulo,1,0.10626992561105207
criminosus,1,0.10010010010010009,desero,1,0.10162601626016261,ager,1,0.10204081632653061,deses,1,0.1023541453428864,uinius,1,0.09970089730807577,diues,1,0.10471204188481677,controversia,1,0.10449320794148381,continuus,1,0.1059322033898305,delictum,1,0.10266940451745381,nouerum,1,0.10101010101010101,adduco,1,0.09813542688910697,auxilium,1,0.10482180293501049,dubito,1,0.10695187165775401,condico,1,0.10799136069114472,longus,1,0.10152284263959391,primus,1,0.099601593625498,dato,1,0.1059322033898305,anna,1,0.09505703422053231,cani,1,0.1002004008016032,creditor,1,0.10626992561105207
cuncti,1,0.10010010010010009,deterreo,1,0.10162601626016261,aliquis,1,0.10204081632653061,desino,1,0.1023541453428864,xxviii,1,0.09970089730807577,domesticus,1,0.10471204188481677,corrumpo,1,0.10449320794148381,contrarius,1,0.1059322033898305,deporto,1,0.10266940451745381,novellus,1,0.10101010101010101,adeo,1,0.09813542688910697,avunculus,1,0.10482180293501049,ecclesia,1,0.10695187165775401,condictio,1,0.10799136069114472,magnus,1,0.10152284263959391,ruber,1,0.099601593625498,defectus,1,0.1059322033898305,antonius,1,0.09505703422053231,caueo,1,0.1002004008016032,cruciatus,1,0.10626992561105207
curro,1,0.10010010010010009,detrimentum,1,0.10162601626016261,alito,1,0.10204081632653061,desum,1,0.1023541453428864,absolute,1,0.09970089730807577,donatio,1,0.10471204188481677,custodia,1,0.10449320794148381,convictus,1,0.1059322033898305,desidero,1,0.10266940451745381,perius,1,0.10101010101010101,adjutorium,1,0.09813542688910697,caneo,1,0.10482180293501049,efficio,1,0.10695187165775401,confessum,1,0.10799136069114472,marcus,1,0.10152284263959391,secundus,1,0.099601593625498,deficio,1,0.1059322033898305,apis,1,0.09505703422053231,charta,1,0.1002004008016032,cura,1,0.10626992561105207
custodia,1,0.10010010010010009,deuasto,1,0.10162601626016261,amicitia,1,0.10204081632653061,dica,1,0.1023541453428864,accepto,1,0.09970089730807577,ducenti,1,0.10471204188481677,datio,1,0.10449320794148381,corruptio,1,0.1059322033898305,detrimentum,1,0.10266940451745381,petrus,1,0.10101010101010101,adolesco,1,0.09813542688910697,causa,1,0.10482180293501049,exercitor,1,0.10695187165775401,confirmatio,1,0.10799136069114472,mucius,1,0.10152284263959391,seuerus,1,0.099601593625498,definio,1,0.1059322033898305,canis,1,0.09505703422053231,compenso,1,0.1002004008016032,damnum,1,0.10626992561105207
damium,1,0.10010010010010009,deus,1,0.10162601626016261,animal,1,0.10204081632653061,dico,1,0.1023541453428864,adduco,1,0.09970089730807577,duplum,1,0.10471204188481677,debeo,1,0.10449320794148381,datio,1,0.1059322033898305,deum,1,0.10266940451745381,ruber,1,0.10101010101010101,aequitas,1,0.09813542688910697,cessio,1,0.10482180293501049,exheredo,1,0.10695187165775401,conjunctum,1,0.10799136069114472,petrus,1,0.10152284263959391,sirius,1,0.099601593625498,deuasto,1,0.1059322033898305,ciuilis,1,0.09505703422053231,compono,1,0.1002004008016032,dato,1,0.10626992561105207
deditus,1,0.10010010010010009,dies,1,0.10162601626016261,anterior,1,0.10204081632653061,diligo,1,0.1023541453428864,adeo,1,0.09970089730807577,egenus,1,0.10471204188481677,dedo,1,0.10449320794148381,depono,1,0.1059322033898305,diiudico,1,0.10266940451745381,uerus,1,0.10101010101010101,agricultura,1,0.09813542688910697,cesso,1,0.10482180293501049,exigo,1,0.10695187165775401,consentio,1,0.10799136069114472,roma,1,0.10152284263959391,terminus,1,0.099601593625498,dica,1,0.1059322033898305,copia,1,0.09505703422053231,computatio,1,0.1002004008016032,desideo,1,0.10626992561105207
