,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
sentio,2,0.20020020020020018,resisto,2,0.20325203252032523,legisperitus,2,0.20408163265306123,illumino,2,0.2047082906857728,contumelia,2,0.19940179461615154,excusatio,2,0.20942408376963353,surdus,2,0.20898641588296762,uer,2,0.211864406779661,como,2,0.20533880903490762,donator,2,0.20202020202020202,longinquus,2,0.19627085377821393,nascor,2,0.20964360587002098,aegyptius,2,0.21390374331550802,simplum,2,0.21598272138228944,commoveo,2,0.20304568527918782,figo,2,0.199203187250996,commendo,2,0.211864406779661,factus,2,0.19011406844106463,recte,2,0.2004008016032064,fortitudo,2,0.21253985122210414
servio,2,0.20020020020020018,restituo,2,0.20325203252032523,legitimus,2,0.20408163265306123,luceo,2,0.2047082906857728,convenio,2,0.19940179461615154,inundatio,2,0.20942408376963353,testimonium,2,0.20898641588296762,rex,2,0.211864406779661,donum,2,0.20533880903490762,duco,2,0.20202020202020202,mare,2,0.19627085377821393,perpetro,2,0.20964360587002098,quinta,2,0.21390374331550802,stupro,2,0.21598272138228944,compono,2,0.20304568527918782,filia,2,0.199203187250996,dilectus,2,0.211864406779661,familia,2,0.19011406844106463,religo,2,0.2004008016032064,navis,2,0.21253985122210414
solido,2,0.20020020020020018,rumpo,2,0.20325203252032523,litigator,2,0.20408163265306123,lumen,2,0.2047082906857728,curia,2,0.19940179461615154,margarita,2,0.20942408376963353,ueneo,2,0.20898641588296762,irritum,2,0.211864406779661,frigida,2,0.20533880903490762,esse,2,0.20202020202020202,mater,2,0.19627085377821393,persevero,2,0.20964360587002098,diuinum,2,0.21390374331550802,substantia,2,0.21598272138228944,conjunctus,2,0.20304568527918782,finio,2,0.199203187250996,inclino,2,0.211864406779661,fur,2,0.19011406844106463,res,2,0.2004008016032064,prodo,2,0.21253985122210414
superior,2,0.20020020020020018,seco,2,0.20325203252032523,modero,2,0.20408163265306123,minister,2,0.2047082906857728,curo,2,0.19940179461615154,minimum,2,0.20942408376963353,usus,2,0.20898641588296762,nutrio,2,0.211864406779661,qualiscumque,2,0.20533880903490762,evideor,2,0.20202020202020202,multo,2,0.19627085377821393,postulo,2,0.20964360587002098,infamo,2,0.21390374331550802,unde,2,0.21598272138228944,constituo,2,0.20304568527918782,for,2,0.199203187250996,nouo,2,0.211864406779661,heredito,2,0.19011406844106463,scribo,2,0.2004008016032064,veto,2,0.21253985122210414
totum,2,0.20020020020020018,senex,2,0.20325203252032523,nosco,2,0.20408163265306123,polliceor,2,0.2047082906857728,denique,2,0.19940179461615154,obicio,2,0.20942408376963353,viginti,2,0.20898641588296762,apiscor,2,0.211864406779661,cyrenensis,2,0.20533880903490762,excepto,2,0.20202020202020202,obeo,2,0.19627085377821393,prius,2,0.20964360587002098,institutio,2,0.21390374331550802,voluntas,2,0.21598272138228944,creditum,2,0.20304568527918782,heredito,2,0.199203187250996,oleo,2,0.211864406779661,heres,2,0.19011406844106463,septem,2,0.2004008016032064,iesus,2,0.21253985122210414
tracto,2,0.20020020020020018,torqueo,2,0.20325203252032523,omnino,2,0.20408163265306123,progredior,2,0.2047082906857728,effectus,2,0.19940179461615154,pallium,2,0.20942408376963353,multi,2,0.20898641588296762,arto,2,0.211864406779661,gallus,2,0.20533880903490762,exilium,2,0.20202020202020202,paciscor,2,0.19627085377821393,pronepos,2,0.20964360587002098,nundinae,2,0.21390374331550802,alapa,2,0.21598272138228944,debeo,2,0.20304568527918782,homo,2,0.199203187250996,plebs,2,0.211864406779661,homo,2,0.19011406844106463,series,2,0.2004008016032064,calumnia,2,0.21253985122210414
vescor,2,0.20020020020020018,uterque,2,0.20325203252032523,opos,2,0.20408163265306123,retrorsus,2,0.2047082906857728,eruo,2,0.19940179461615154,plebes,2,0.20942408376963353,aspicio,2,0.20898641588296762,confestim,2,0.211864406779661,naua,2,0.20533880903490762,falsitas,2,0.20202020202020202,persequor,2,0.19627085377821393,quadraginta,2,0.20964360587002098,postumus,2,0.21390374331550802,denarius,2,0.21598272138228944,deprehendo,2,0.20304568527918782,ideo,2,0.199203187250996,rufus,2,0.211864406779661,impono,2,0.19011406844106463,solvo,2,0.2004008016032064,concludo,2,0.21253985122210414
debilis,2,0.20020020020020018,vendico,2,0.20325203252032523,par,2,0.20408163265306123,italia,2,0.2047082906857728,exigo,2,0.19940179461615154,quotiens,2,0.20942408376963353,cenaculum,2,0.20898641588296762,continuo,2,0.211864406779661,custos,2,0.20533880903490762,firmitas,2,0.20202020202020202,praesto,2,0.19627085377821393,qui,2,0.20964360587002098,subscribo,2,0.21390374331550802,facies,2,0.21598272138228944,deum,2,0.20304568527918782,imprudentia,2,0.199203187250996,stagnum,2,0.211864406779661,injuste,2,0.19011406844106463,spatium,2,0.2004008016032064,considero,2,0.21253985122210414
diminutio,2,0.20020020020020018,vicis,2,0.20325203252032523,pater,2,0.20408163265306123,aestivus,2,0.2047082906857728,exsisto,2,0.19940179461615154,sacerdotium,2,0.20942408376963353,chorus,2,0.20898641588296762,cupio,2,0.211864406779661,erubesco,2,0.20533880903490762,gigno,2,0.20202020202020202,priuo,2,0.19627085377821393,raptor,2,0.20964360587002098,supprimo,2,0.21390374331550802,fustis,2,0.21598272138228944,ducenti,2,0.20304568527918782,incurro,2,0.199203187250996,ultio,2,0.211864406779661,insupo,2,0.19011406844106463,substo,2,0.2004008016032064,contero,2,0.21253985122210414
electa,2,0.20020020020020018,vindico,2,0.20325203252032523,placito,2,0.20408163265306123,celeber,2,0.2047082906857728,fames,2,0.19940179461615154,stipendium,2,0.20942408376963353,dux,2,0.20898641588296762,exercitus,2,0.211864406779661,honoratus,2,0.20533880903490762,graviter,2,0.20202020202020202,probatus,2,0.19627085377821393,reliquiae,2,0.20964360587002098,testo,2,0.21390374331550802,octo,2,0.21598272138228944,ecclesia,2,0.20304568527918782,instituo,2,0.199203187250996,december,2,0.211864406779661,invenio,2,0.19011406844106463,superior,2,0.2004008016032064,denuo,2,0.21253985122210414
rus,2,0.20020020020020018,adsequor,2,0.20325203252032523,possessor,2,0.20408163265306123,coitus,2,0.2047082906857728,fructus,2,0.19940179461615154,stupeo,2,0.20942408376963353,everro,2,0.20898641588296762,expedio,2,0.211864406779661,iugo,2,0.20533880903490762,hereditas,2,0.20202020202020202,profero,2,0.19627085377821393,ritus,2,0.20964360587002098,aurifex,2,0.21390374331550802,seu,2,0.21598272138228944,edo,2,0.20304568527918782,instruo,2,0.199203187250996,frons,2,0.211864406779661,iubeo,2,0.19011406844106463,teneo,2,0.2004008016032064,desiderium,2,0.21253985122210414
spuo,2,0.20020020020020018,fortis,2,0.20325203252032523,postea,2,0.20408163265306123,discrepo,2,0.2047082906857728,hic,2,0.19940179461615154,suggero,2,0.20942408376963353,exhortor,2,0.20898641588296762,gaudeo,2,0.211864406779661,ovis,2,0.20533880903490762,heredito,2,0.20202020202020202,qualis,2,0.19627085377821393,scio,2,0.20964360587002098,catus,2,0.21390374331550802,traho,2,0.21598272138228944,electus,2,0.20304568527918782,jungo,2,0.199203187250996,lustrum,2,0.211864406779661,judicium,2,0.19011406844106463,uncia,2,0.2004008016032064,gentilis,2,0.21253985122210414
valde,2,0.20020020020020018,languor,2,0.20325203252032523,pubertas,2,0.20408163265306123,abavunculus,2,0.2047082906857728,honesto,2,0.19940179461615154,uenia,2,0.20942408376963353,extollo,2,0.20898641588296762,grauo,2,0.211864406779661,stipendium,2,0.20533880903490762,initio,2,0.20202020202020202,quemadmodum,2,0.19627085377821393,unusquisque,2,0.20964360587002098,confugio,2,0.21390374331550802,abias,2,0.21598272138228944,equus,2,0.20304568527918782,jurisdictio,2,0.199203187250996,sponsio,2,0.211864406779661,lino,2,0.19011406844106463,uetus,2,0.2004008016032064,hodiernus,2,0.21253985122210414
lucus,2,0.20020020020020018,nimium,2,0.20325203252032523,quattuor,2,0.20408163265306123,adnepos,2,0.2047082906857728,ingenium,2,0.19940179461615154,uetera,2,0.20942408376963353,ficus,2,0.20898641588296762,pascuum,2,0.211864406779661,summus,2,0.20533880903490762,injuria,2,0.20202020202020202,quis,2,0.19627085377821393,violenter,2,0.20964360587002098,fulcio,2,0.21390374331550802,augustus,2,0.21598272138228944,excutio,2,0.20304568527918782,lego,2,0.199203187250996,subscriptio,2,0.211864406779661,malefactor,2,0.19011406844106463,amo,2,0.2004008016032064,huc,2,0.21253985122210414
accusatio,2,0.20020020020020018,orbis,2,0.20325203252032523,remissio,2,0.20408163265306123,conscius,2,0.2047082906857728,laboro,2,0.19940179461615154,venumdo,2,0.20942408376963353,fullo,2,0.20898641588296762,perduco,2,0.211864406779661,tempestas,2,0.20533880903490762,intereo,2,0.20202020202020202,reatus,2,0.19627085377821393,vulnero,2,0.20964360587002098,permoveo,2,0.21390374331550802,adulescens,2,0.21598272138228944,exstinguo,2,0.20304568527918782,libeo,2,0.199203187250996,texo,2,0.211864406779661,multus,2,0.19011406844106463,secerno,2,0.2004008016032064,inicio,2,0.21253985122210414
centiens,2,0.20020020020020018,pereger,2,0.20325203252032523,respondeo,2,0.20408163265306123,infestus,2,0.2047082906857728,libertus,2,0.19940179461615154,nero,2,0.20942408376963353,hinc,2,0.20898641588296762,platea,2,0.211864406779661,uipera,2,0.20533880903490762,invenio,2,0.20202020202020202,sisto,2,0.19627085377821393,centum,2,0.20964360587002098,propago,2,0.21390374331550802,congrego,2,0.21598272138228944,factum,2,0.20304568527918782,locum,2,0.199203187250996,clarus,2,0.211864406779661,nullus,2,0.19011406844106463,sigillum,2,0.2004008016032064,laxo,2,0.21253985122210414
clauus,2,0.20020020020020018,utique,2,0.20325203252032523,sata,2,0.20408163265306123,mediocritas,2,0.2047082906857728,loco,2,0.19940179461615154,saxa,2,0.20942408376963353,importabilis,2,0.20898641588296762,proficio,2,0.211864406779661,animadversio,2,0.20533880903490762,iuro,2,0.20202020202020202,specialiter,2,0.19627085377821393,hora,2,0.20964360587002098,quaternus,2,0.21390374331550802,consuesco,2,0.21598272138228944,femina,2,0.20304568527918782,maga,2,0.199203187250996,abdo,2,0.211864406779661,numero,2,0.19011406844106463,adsimilo,2,0.2004008016032064,negotiator,2,0.21253985122210414
constanter,2,0.20020020020020018,virginitas,2,0.20325203252032523,satisfacio,2,0.20408163265306123,notabilis,2,0.2047082906857728,meum,2,0.19940179461615154,scipio,2,0.20942408376963353,nidus,2,0.20898641588296762,refectio,2,0.211864406779661,editio,2,0.20533880903490762,ius,2,0.20202020202020202,stabilitas,2,0.19627085377821393,singula,2,0.20964360587002098,simpla,2,0.21390374331550802,damnatio,2,0.21598272138228944,finis,2,0.20304568527918782,masculinus,2,0.199203187250996,calamitas,2,0.211864406779661,omne,2,0.19011406844106463,dormio,2,0.2004008016032064,nobiscum,2,0.21253985122210414
cumque,2,0.20020020020020018,conubium,2,0.20325203252032523,seco,2,0.20408163265306123,actor,1,0.1023541453428864,minor,2,0.19940179461615154,dissimulo,2,0.20942408376963353,obsequium,2,0.20898641588296762,regno,2,0.211864406779661,exilio,2,0.20533880903490762,juste,2,0.20202020202020202,studiose,2,0.19627085377821393,abraham,2,0.20964360587002098,tuto,2,0.21390374331550802,dignus,2,0.21598272138228944,fructus,2,0.20304568527918782,merx,2,0.199203187250996,dissentio,2,0.211864406779661,peculium,2,0.19011406844106463,fallacia,2,0.2004008016032064,pauci,2,0.21253985122210414
demoror,2,0.20020020020020018,curriculum,2,0.20325203252032523,solutum,2,0.20408163265306123,aetius,1,0.1023541453428864,mos,2,0.19940179461615154,dubium,2,0.20942408376963353,oliva,2,0.20898641588296762,repono,2,0.211864406779661,remeo,2,0.20533880903490762,loquor,2,0.20202020202020202,sum,2,0.19627085377821393,adoro,2,0.20964360587002098,cmi,1,0.10695187165775401,dispono,2,0.21598272138228944,furor,2,0.20304568527918782,miles,2,0.199203187250996,testatio,2,0.211864406779661,pecus,2,0.19011406844106463,fluuius,2,0.2004008016032064,praeparo,2,0.21253985122210414
derideo,2,0.20020020020020018,foedo,2,0.20325203252032523,statim,2,0.20408163265306123,cos,1,0.1023541453428864,multus,2,0.19940179461615154,eloquor,2,0.20942408376963353,orno,2,0.20898641588296762,rumo,2,0.211864406779661,deliberatio,2,0.20533880903490762,marito,2,0.20202020202020202,termino,2,0.19627085377821393,agnosco,2,0.20964360587002098,christianus,1,0.10695187165775401,duritia,2,0.21598272138228944,hereditas,2,0.20304568527918782,nomen,2,0.199203187250996,annius,1,0.1059322033898305,perfectus,2,0.19011406844106463,iniquitas,2,0.2004008016032064,profectus,2,0.21253985122210414
doleo,2,0.20020020020020018,pingo,2,0.20325203252032523,studium,2,0.20408163265306123,dominus,1,0.1023541453428864,neo,2,0.19940179461615154,fraus,2,0.20942408376963353,porca,2,0.20898641588296762,seditiosus,2,0.211864406779661,destino,2,0.20533880903490762,maritus,2,0.20202020202020202,tollo,2,0.19627085377821393,applico,2,0.20964360587002098,cos,1,0.10695187165775401,quinquageni,2,0.21598272138228944,hypotheca,2,0.20304568527918782,pervenio,2,0.199203187250996,apis,1,0.1059322033898305,permitto,2,0.19011406844106463,patefacio,2,0.2004008016032064,protinus,2,0.21253985122210414
eradico,2,0.20020020020020018,plerumque,2,0.20325203252032523,summa,2,0.20408163265306123,egus,1,0.1023541453428864,nes,2,0.19940179461615154,frustro,2,0.20942408376963353,profundum,2,0.20898641588296762,tempto,2,0.211864406779661,immoderatus,2,0.20533880903490762,noceo,2,0.20202020202020202,uenio,2,0.19627085377821393,blasphemo,2,0.20964360587002098,egus,1,0.10695187165775401,sanus,2,0.21598272138228944,igitur,2,0.20304568527918782,plenum,2,0.199203187250996,christianus,1,0.1059322033898305,pertineo,2,0.19011406844106463,patientia,2,0.2004008016032064,quispiam,2,0.21253985122210414
horreum,2,0.20020020020020018,modestus,2,0.20325203252032523,suo,2,0.20408163265306123,euius,1,0.1023541453428864,nobilis,2,0.19940179461615154,competenter,2,0.20942408376963353,pusillum,2,0.20898641588296762,traduco,2,0.211864406779661,miseratio,2,0.20533880903490762,occupo,2,0.20202020202020202,uer,2,0.19627085377821393,comminor,2,0.20964360587002098,iastius,1,0.10695187165775401,flos,2,0.21598272138228944,ignis,2,0.20304568527918782,poenitentia,2,0.199203187250996,cos,1,0.1059322033898305,prima,2,0.19011406844106463,provolvo,2,0.2004008016032064,sacrificium,2,0.21253985122210414
obdormio,2,0.20020020020020018,adnotatio,2,0.20325203252032523,turpiter,2,0.20408163265306123,furius,1,0.1023541453428864,nondum,2,0.19940179461615154,involo,2,0.20942408376963353,subduco,2,0.20898641588296762,verumtamen,2,0.211864406779661,sanctio,2,0.20533880903490762,paciscor,2,0.20202020202020202,uito,2,0.19627085377821393,dispenso,2,0.20964360587002098,latinus,1,0.10695187165775401,incuria,2,0.21598272138228944,ignoro,2,0.20304568527918782,post,2,0.199203187250996,elius,1,0.1059322033898305,promissio,2,0.19011406844106463,socrus,2,0.2004008016032064,somnus,2,0.21253985122210414
ostium,2,0.20020020020020018,confessio,2,0.20325203252032523,unusquisque,2,0.20408163265306123,her,1,0.1023541453428864,ordo,2,0.19940179461615154,proauia,2,0.20942408376963353,tricesimus,2,0.20898641588296762,construo,2,0.211864406779661,tilia,2,0.20533880903490762,paco,2,0.20202020202020202,ullus,2,0.19627085377821393,libellum,2,0.20964360587002098,maius,1,0.10695187165775401,emergo,2,0.21598272138228944,infans,2,0.20304568527918782,prouoco,2,0.199203187250996,eunus,1,0.1059322033898305,quamdiu,2,0.19011406844106463,sollicito,2,0.2004008016032064,uicinus,2,0.21253985122210414
plenus,2,0.20020020020020018,humanitas,2,0.20325203252032523,utor,2,0.20408163265306123,insula,1,0.1023541453428864,porto,2,0.19940179461615154,relaxo,2,0.20942408376963353,numa,2,0.20898641588296762,cupiditas,2,0.211864406779661,tuitio,2,0.20533880903490762,permaneo,2,0.20202020202020202,uoco,2,0.19627085377821393,magistratus,2,0.20964360587002098,nonius,1,0.10695187165775401,insinuo,2,0.21598272138228944,intellectus,2,0.20304568527918782,queror,2,0.199203187250996,gaius,1,0.1059322033898305,quattuor,2,0.19011406844106463,stadium,2,0.2004008016032064,annales,2,0.21253985122210414
socer,2,0.20020020020020018,mandator,2,0.20325203252032523,vestio,2,0.20408163265306123,justinianus,1,0.1023541453428864,potestas,2,0.19940179461615154,transfundo,2,0.20942408376963353,reipublicae,2,0.20898641588296762,decisio,2,0.211864406779661,uilicus,2,0.20533880903490762,persequor,2,0.20202020202020202,dis,2,0.19627085377821393,pleo,2,0.20964360587002098,papinianus,1,0.10695187165775401,ordinatus,2,0.21598272138228944,iterum,2,0.20304568527918782,quidem,2,0.199203187250996,heius,1,0.1059322033898305,quilibet,2,0.19011406844106463,vobiscum,2,0.2004008016032064,marmor,2,0.21253985122210414
spectaculum,2,0.20020020020020018,cos,1,0.10162601626016261,virtus,2,0.20408163265306123,legatarius,1,0.1023541453428864,prohibeo,2,0.19940179461615154,canis,1,0.10471204188481677,ultimus,2,0.20898641588296762,fictus,2,0.211864406779661,aquilia,1,0.10266940451745381,populus,2,0.20202020202020202,fractus,2,0.19627085377821393,prolixus,2,0.20964360587002098,patron,1,0.10695187165775401,venator,2,0.21598272138228944,lex,2,0.20304568527918782,remaneo,2,0.199203187250996,ios,1,0.1059322033898305,quis,2,0.19011406844106463,ignominia,2,0.2004008016032064,exhortatio,2,0.21253985122210414
superpono,2,0.20020020020020018,honor,1,0.10162601626016261,voluntas,2,0.20408163265306123,paros,1,0.1023541453428864,quaero,2,0.19940179461615154,celsus,1,0.10471204188481677,urbicus,2,0.20898641588296762,turpis,2,0.211864406779661,ciuilis,1,0.10266940451745381,prospicio,2,0.20202020202020202,ilico,2,0.19627085377821393,quadro,2,0.20964360587002098,roma,1,0.10695187165775401,anna,1,0.10799136069114472,libero,2,0.20304568527918782,saepe,2,0.199203187250996,iulianus,1,0.1059322033898305,rapio,2,0.19011406844106463,perspicuus,2,0.2004008016032064,inspectio,2,0.21253985122210414
virga,2,0.20020020020020018,ios,1,0.10162601626016261,abscondo,2,0.20408163265306123,sermo,1,0.1023541453428864,qualiter,2,0.19940179461615154,erato,1,0.10471204188481677,acceptio,2,0.20898641588296762,augmento,2,0.211864406779661,fortuna,1,0.10266940451745381,punio,2,0.20202020202020202,inconvulsus,2,0.19627085377821393,quare,2,0.20964360587002098,terminus,1,0.10695187165775401,annius,1,0.10799136069114472,litigo,2,0.20304568527918782,servo,2,0.199203187250996,iura,1,0.1059322033898305,raptor,2,0.19011406844106463,plebiscitum,2,0.2004008016032064,obstruo,2,0.21253985122210414
conversatio,2,0.20020020020020018,nisus,1,0.10162601626016261,bello,2,0.20408163265306123,valentinus,1,0.1023541453428864,reliquus,2,0.19940179461615154,johannes,1,0.10471204188481677,angaria,2,0.20898641588296762,crudelitas,2,0.211864406779661,honor,1,0.10266940451745381,purus,2,0.20202020202020202,parvum,2,0.19627085377821393,reduco,2,0.20964360587002098,uinius,1,0.10695187165775401,capra,1,0.10799136069114472,manifestus,2,0.20304568527918782,solutio,2,0.199203187250996,lxxv,1,0.1059322033898305,recurro,2,0.19011406844106463,marinus,2,0.2004008016032064,pabulum,2,0.21253985122210414
illustris,2,0.20020020020020018,pecunia,1,0.10162601626016261,coquo,2,0.20408163265306123,xli,1,0.1023541453428864,remitto,2,0.19940179461615154,libertas,1,0.10471204188481677,criminor,2,0.20898641588296762,hujuscemodi,2,0.211864406779661,iabolenus,1,0.10266940451745381,qualiter,2,0.20202020202020202,uiuum,2,0.19627085377821393,rursum,2,0.20964360587002098,xxix,1,0.10695187165775401,copia,1,0.10799136069114472,metior,2,0.20304568527918782,supradictus,2,0.199203187250996,libertas,1,0.1059322033898305,remissio,2,0.19011406844106463,cautus,2,0.2004008016032064,solacium,2,0.21253985122210414
anniculus,2,0.20020020020020018,xiv,1,0.10162601626016261,detineo,2,0.20408163265306123,abstineo,1,0.1023541453428864,resto,2,0.19940179461615154,marcus,1,0.10471204188481677,culter,2,0.20898641588296762,punior,2,0.211864406779661,iura,1,0.10266940451745381,quartus,2,0.20202020202020202,circus,2,0.19627085377821393,singularis,2,0.20964360587002098,xxxix,1,0.10695187165775401,cyprianus,1,0.10799136069114472,metuo,2,0.20304568527918782,sustineo,2,0.199203187250996,mors,1,0.1059322033898305,sector,2,0.19011406844106463,contracto,2,0.2004008016032064,anna,1,0.10626992561105207
dupla,2,0.20020020020020018,xxi,1,0.10162601626016261,lancea,2,0.20408163265306123,actio,1,0.1023541453428864,reuoco,2,0.19940179461615154,metus,1,0.10471204188481677,decerpo,2,0.20898641588296762,actor,1,0.1059322033898305,latinus,1,0.10266940451745381,quicumque,2,0.20202020202020202,condo,2,0.19627085377821393,sitio,2,0.20964360587002098,accuso,1,0.10695187165775401,dominus,1,0.10799136069114472,ministerium,2,0.20304568527918782,unus,2,0.199203187250996,paros,1,0.1059322033898305,securus,2,0.19011406844106463,damnosus,2,0.2004008016032064,elius,1,0.10626992561105207
porcina,2,0.20020020020020018,addo,1,0.10162601626016261,littera,2,0.20408163265306123,adbibo,1,0.1023541453428864,sacrilegus,2,0.19940179461615154,sacerdos,1,0.10471204188481677,delibero,2,0.20898641588296762,diua,1,0.1059322033898305,liber,1,0.10266940451745381,quisquam,2,0.20202020202020202,digno,2,0.19627085377821393,tardus,2,0.20964360587002098,acquiro,1,0.10695187165775401,egus,1,0.10799136069114472,moneo,2,0.20304568527918782,cio,2,0.199203187250996,sacerdos,1,0.1059322033898305,sensus,2,0.19011406844106463,disceptatio,2,0.2004008016032064,gratia,1,0.10626992561105207
rado,2,0.20020020020020018,adhuc,1,0.10162601626016261,prout,2,0.20408163265306123,adipiscor,1,0.1023541453428864,senex,2,0.19940179461615154,utum,1,0.10471204188481677,dispereo,2,0.20898641588296762,gratia,1,0.1059322033898305,marcianus,1,0.10266940451745381,recipio,2,0.20202020202020202,navicula,2,0.19627085377821393,tunica,2,0.20964360587002098,addo,1,0.10695187165775401,gallia,1,0.10799136069114472,mos,2,0.20304568527918782,firmamentum,2,0.199203187250996,sermo,1,0.1059322033898305,solummodo,2,0.19011406844106463,elogium,2,0.2004008016032064,ino,1,0.10626992561105207
capra,1,0.10010010010010009,adulterium,1,0.10162601626016261,quiesco,2,0.20408163265306123,admoneo,1,0.1023541453428864,simul,2,0.19940179461615154,veii,1,0.10471204188481677,iocus,2,0.20898641588296762,horos,1,0.1059322033898305,mela,1,0.10266940451745381,securis,2,0.20202020202020202,quot,2,0.19627085377821393,sacrata,2,0.20964360587002098,adeo,1,0.10695187165775401,graecus,1,0.10799136069114472,nemo,2,0.20304568527918782,ianua,2,0.199203187250996,sol,1,0.1059322033898305,solus,2,0.19011406844106463,facillimus,2,0.2004008016032064,metus,1,0.10626992561105207
cos,1,0.10010010010010009,aequalitas,1,0.10162601626016261,requiro,2,0.20408163265306123,admonitio,1,0.1023541453428864,supra,2,0.19940179461615154,xviii,1,0.10471204188481677,proles,2,0.20898641588296762,insula,1,0.1059322033898305,metus,1,0.10266940451745381,sequor,2,0.20202020202020202,rubus,2,0.19627085377821393,ambio,2,0.20964360587002098,adfectio,1,0.10695187165775401,gratia,1,0.10799136069114472,nes,2,0.20304568527918782,locutio,2,0.199203187250996,taum,1,0.1059322033898305,successor,2,0.19011406844106463,inito,2,0.2004008016032064,mucius,1,0.10626992561105207
cyprianus,1,0.10010010010010009,aequitas,1,0.10162601626016261,scutum,2,0.20408163265306123,adoptio,1,0.1023541453428864,tertius,2,0.19940179461615154,accipio,1,0.10471204188481677,scrinium,2,0.20898641588296762,ios,1,0.1059322033898305,modestinus,1,0.10266940451745381,simulo,2,0.20202020202020202,scientia,2,0.19627085377821393,deicio,2,0.20964360587002098,adhuc,1,0.10695187165775401,honor,1,0.10799136069114472,numerus,2,0.20304568527918782,neglectus,2,0.199203187250996,uarius,1,0.1059322033898305,sufficio,2,0.19011406844106463,injuriose,2,0.2004008016032064,sabinum,1,0.10626992561105207
div,1,0.10010010010010009,ager,1,0.10162601626016261,set,2,0.20408163265306123,aedificatio,1,0.1023541453428864,titulus,2,0.19940179461615154,accusator,1,0.10471204188481677,aquilia,1,0.10449320794148381,labeo,1,0.1059322033898305,opis,1,0.10266940451745381,solo,2,0.20202020202020202,sollicitudo,2,0.19627085377821393,deriuo,2,0.20964360587002098,adjungo,1,0.10695187165775401,legatarius,1,0.10799136069114472,parvus,2,0.20304568527918782,octo,2,0.199203187250996,uerus,1,0.1059322033898305,supernus,2,0.19011406844106463,manumissio,2,0.2004008016032064,sol,1,0.10626992561105207
forum,1,0.10010010010010009,alienum,1,0.10162601626016261,transgredior,2,0.20408163265306123,aequalitas,1,0.1023541453428864,totus,2,0.19940179461615154,actio,1,0.10471204188481677,eus,1,0.10449320794148381,mcxi,1,0.1059322033898305,pecunia,1,0.10266940451745381,statuo,2,0.20202020202020202,suspendo,2,0.19627085377821393,hactenus,2,0.20964360587002098,admissum,1,0.10695187165775401,mors,1,0.10799136069114472,postquam,2,0.20304568527918782,palea,2,0.199203187250996,veii,1,0.1059322033898305,supersum,2,0.19011406844106463,retractatio,2,0.2004008016032064,tios,1,0.10626992561105207
furius,1,0.10010010010010009,aliqui,1,0.10162601626016261,salomon,2,0.20408163265306123,aequum,1,0.1023541453428864,transfero,2,0.19940179461615154,adfecto,1,0.10471204188481677,iol,1,0.10449320794148381,modestinus,1,0.1059322033898305,pedius,1,0.10266940451745381,taceo,2,0.20202020202020202,violens,2,0.19627085377821393,nervus,2,0.20964360587002098,admitto,1,0.10695187165775401,petrus,1,0.10799136069114472,praegno,2,0.20304568527918782,rogatus,2,0.199203187250996,xii,1,0.1059322033898305,talis,2,0.19011406844106463,subrepo,2,0.2004008016032064,uarius,1,0.10626992561105207
iii,1,0.10010010010010009,alius,1,0.10162601626016261,simplex,2,0.20408163265306123,alienum,1,0.1023541453428864,ueneo,2,0.19940179461615154,adfirmo,1,0.10471204188481677,legatarius,1,0.10449320794148381,patron,1,0.1059322033898305,primus,1,0.10266940451745381,tunc,2,0.20202020202020202,visio,2,0.19627085377821393,plerique,2,0.20964360587002098,adulterium,1,0.10695187165775401,ruber,1,0.10799136069114472,praetorium,2,0.20304568527918782,subjugo,2,0.199203187250996,xxix,1,0.1059322033898305,teneo,2,0.19011406844106463,vacca,2,0.2004008016032064,uinius,1,0.10626992561105207
latinus,1,0.10010010010010009,amita,1,0.10162601626016261,angulus,2,0.20408163265306123,alimonia,1,0.1023541453428864,uia,2,0.19940179461615154,aditus,1,0.10471204188481677,magnus,1,0.10449320794148381,romani,1,0.1059322033898305,tutor,1,0.10266940451745381,ueritas,2,0.20202020202020202,decimus,2,0.19627085377821393,uireo,2,0.20964360587002098,aestimatio,1,0.10695187165775401,sabinum,1,0.10799136069114472,probabilis,2,0.20304568527918782,ora,2,0.199203187250996,absolvo,1,0.1059322033898305,timeo,2,0.19011406844106463,aci,1,0.1002004008016032,absolvo,1,0.10626992561105207
